model_year,manufacturer,model,engine_displacement,cylinders,city_fuel_efficiency,highway_fuel_efficiency,combined_fuel_efficiency,annual_fuel_cost,co2_emissions
2024,Toyota,LAND CRUISER,2.4,4,22,25,23,2800,380
2024,Toyota,SEQUOIA 4WD,3.4,6,19,22,20,2700,439
2025,Toyota,GR COROLLA,1.6,3,19,27,22,2900,395
2025,Toyota,GR COROLLA,1.6,3,21,28,24,2650,368
2025,Toyota,UX 300h,2.0,4,45,41,43,1200,204
2025,Toyota,UX 300h,2.0,4,45,41,43,1200,204
2025,Toyota,UX 300h AWD,2.0,4,44,40,42,1250,209
2025,Toyota,UX 300h AWD,2.0,4,44,40,42,1250,209
2025,Toyota,COROLLA,2.0,4,32,41,35,1500,254
2025,Toyota,COROLLA,2.0,4,31,40,34,1550,257
2025,Toyota,COROLLA,2.0,4,31,38,34,1550,265
2025,Toyota,COROLLA FX,2.0,4,31,39,34,1550,261
2025,Toyota,COROLLA HATCHBACK,2.0,4,32,41,35,1500,254
2025,Toyota,COROLLA HATCHBACK XSE,2.0,4,30,38,33,1600,266
2025,Toyota,COROLLA HYBRID,1.8,4,50,43,47,1100,186
2025,Toyota,COROLLA HYBRID AWD,1.8,4,47,41,44,1200,199
2025,Toyota,ES 250 AWD,2.5,4,24,33,28,1900,320
2025,Toyota,ES 300h,2.5,4,43,44,44,1200,200
2025,Toyota,ES 350,3.5,6,22,32,25,2100,347
2025,Toyota,ES 350 F SPORT,3.5,6,22,31,25,2100,352
2025,Toyota,CAMRY HEV AWD LE,2.5,4,51,49,50,1050,177
2025,Toyota,CAMRY HEV AWD SE/XLE,2.5,4,46,46,46,1150,189
2025,Toyota,CAMRY HEV AWD XSE,2.5,4,44,43,44,1200,199
2025,Toyota,CAMRY HEV FF LE,2.5,4,53,50,51,1050,173
2025,Toyota,CAMRY HEV FF SE/XLE/XSE,2.5,4,48,47,47,1100,186
2025,Toyota,TOYOTA CROWN AWD,2.4,4,29,32,30,1750,293
2025,Toyota,TOYOTA CROWN AWD,2.5,4,42,41,41,1300,214
2025,Toyota,TOYOTA CROWN SIGNIA AWD,2.5,4,39,37,38,1400,231
2025,Toyota,TUNDRA 2WD,3.4,6,18,23,20,2600,442
2025,Toyota,TUNDRA 2WD,3.4,6,18,23,20,2600,450
2025,Toyota,TUNDRA 2WD,3.4,6,20,24,22,2400,409
2025,Toyota,TUNDRA 4WD,3.4,6,17,22,19,2750,460
2025,Toyota,TUNDRA 4WD,3.4,6,17,22,19,2750,468
2025,Toyota,TUNDRA 4WD,3.4,6,19,22,20,2600,439
2025,Toyota,TUNDRA 4WD PRO,3.4,6,18,20,19,2750,461
2025,Toyota,NX 250,2.5,4,26,33,28,1900,311
2025,Toyota,NX 250 AWD,2.5,4,25,32,28,1900,318
2025,Toyota,NX 350 AWD,2.4,4,21,28,24,2650,370
2025,Toyota,NX 350 AWD F SPORT,2.4,4,21,28,24,2650,370
2025,Toyota,NX 350h AWD,2.5,4,41,37,39,1650,225
2025,Toyota,SEQUOIA 2WD,3.4,6,21,24,22,2400,403
2025,Toyota,SEQUOIA 4WD,3.4,6,19,22,20,2600,439
